Table Name:,2008 VBT Female RR120 (UCS110) Non-Smoker ANB,,,,,,,,,,,,,,,,,,,,,,,,
Table Identity:,1024,,,,,,,,,,,,,,,,,,,,,,,,
Provider Domain:,soa.org,,,,,,,,,,,,,,,,,,,,,,,,
Provider Name:,American Academy of Actuaries along with the Society of Actuaries,,,,,,,,,,,,,,,,,,,,,,,,
Table Reference:,"“2008 Valuation Basic Table”, American Academy of Actuaries /Society of Actuaries, Joint Preferred Mortality Project Oversight Group (paper presented at the March 2008 meeting of the National Association of Insurance Commissioners’ Life and Health Actuarial Task Force, Orlando, Florida, March, 2008) p. 157-158. Accessed: October, 2012 from http://www.actuary.org/pdf/life/tables_march08.pdf",,,,,,,,,,,,,,,,,,,,,,,,
Content Type:,Insured Lives Mortality,,,,,,,,,,,,,,,,,,,,,,,,
Table Description:,"2008 Valuation Basic Table (VBT) Relative Risk (RR) - Female, 120% (UCS110), Non-Smoker, Age Nearest Birthday. Minimum Age: 18. Maximum Age: 90.",,,,,,,,,,,,,,,,,,,,,,,,
EffDate:,,,,,,,,,,,,,,,,,,,,,,,,,
Comments:,"Study Data: The underlying data used in developing the 2008 Valuation Basic Table (VBT) was a subset of the Society of Actuaries (SOA) Individual Life Experience Committee's (ILEC) 2002-2004 Intercompany Study comprised of claims from 35 contributing companies. Of these 35 companies, 28 companies maintained preferred class underwriting criteria. Nevertheless, this data proved insufficient to develop all the relationships needed for construction of the Relative Risk tables. Consequently, research from a reinsurer heavily supplemented the data. Methodology: Relative Risk Ratios were developed from an Underwriting Criteria Score (UCS). The Relative Risk Ratios were then applied to the 2008 Primary Table to create 10 preferred non-smoker tables and 4 preferred smoker tables delineated by gender. Next, a Preferred Wear-Off Factor was applied to durations 2 and later. The Wear-Off Factors result in the relative risk tables grading into the corresponding aggregate table at higher attained ages. The Preferred Wear-Off Factors are the same for all the Relative Risk tables. Data Transcription Errors: None. Data Certified: 10/2012.",,,,,,,,,,,,,,,,,,,,,,,,
Keywords:,"Select,Insured Lives Mortality,United States of America",,,,,,,,,,,,,,,,,,,,,,,,

Table # ,1,,,,,,,,,,,,,,,,,,,,,,,,
Table Description:,"2008 Valuation Basic Table (VBT) Relative Risk (RR) - Female, 120% (UCS110), Non-Smoker, Age Nearest Birthday. Minimum Age: 18. Maximum Age: 90. Select",,,,,,,,,,,,,,,,,,,,,,,,
Nation:,United States of America,,,,,,,,,,,,,,,,,,,,,,,,
Scaling Factor:,0,,,,,,,,,,,,,,,,,,,,,,,,
Data Type:,Floating Point,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->id:",Age,Duration,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->ScaleType:",Age,Ordinal Date,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->AxisName:",Age,Duration,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MinScaleValue:",18,1,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MaxScaleValue:",90,25,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->Increment:",1,1,,,,,,,,,,,,,,,,,,,,,,,

Row\Column,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
18,0.00027,0.0003,0.00031,0.00031,0.00031,0.00031,0.00031,0.00033,0.00034,0.00034,0.00035,0.00037,0.00039,0.00042,0.00044,0.0005,0.00056,0.00063,0.00069,0.00074,0.00081,0.00086,0.00093,0.00099,0.00106
19,0.00025,0.00029,0.0003,0.0003,0.0003,0.0003,0.00031,0.00033,0.00034,0.00035,0.00036,0.00038,0.0004,0.00043,0.00047,0.00053,0.0006,0.00066,0.00074,0.00081,0.00086,0.00092,0.00099,0.00105,0.00112
20,0.00023,0.00027,0.00028,0.00028,0.00028,0.00028,0.0003,0.00031,0.00034,0.00035,0.00038,0.00039,0.00041,0.00045,0.0005,0.00057,0.00063,0.00071,0.00079,0.00085,0.00092,0.00097,0.00104,0.00111,0.0012
21,0.00022,0.00026,0.00027,0.00027,0.00027,0.00028,0.0003,0.00032,0.00034,0.00036,0.00039,0.0004,0.00044,0.00048,0.00053,0.00059,0.00067,0.00076,0.00084,0.0009,0.00097,0.00103,0.0011,0.00119,0.00129
22,0.00019,0.00024,0.00026,0.00027,0.00027,0.00028,0.0003,0.00032,0.00035,0.00037,0.0004,0.00042,0.00046,0.0005,0.00055,0.00063,0.00072,0.00081,0.00089,0.00096,0.00103,0.00109,0.00117,0.00127,0.00141
23,0.00018,0.00023,0.00026,0.00026,0.00027,0.00028,0.00029,0.00033,0.00036,0.00038,0.00041,0.00045,0.00049,0.00052,0.00059,0.00066,0.00075,0.00084,0.00093,0.00101,0.00107,0.00116,0.00125,0.00139,0.00158
