Row\Column,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
95,0.18135,0.22097,0.25777,0.25991,0.27242,0.29421,0.31922,0.34795,0.38101,0.41911,0.46311,0.51406,0.57574,0.65059,0.74167,0.85292,0.91215,0.93952,0.95831,0.96789,0.97273,0.97760,0.98248,0.98740,0.99233
96,0.21994,0.25777,0.25991,0.27242,0.29421,0.31922,0.34795,0.38101,0.41911,0.46311,0.51406,0.57574,0.65059,0.74167,0.85292,0.91215,0.93952,0.95831,0.96789,0.97273,0.97760,0.98248,0.98740,0.99233,1.00000
97,0.25777,0.25991,0.27242,0.29421,0.31922,0.34795,0.38101,0.41911,0.46311,0.51406,0.57574,0.65059,0.74167,0.85292,0.91215,0.93952,0.95831,0.96789,0.97273,0.97760,0.98248,0.98740,0.99233,1.00000,0.00000
98,0.25991,0.27242,0.29421,0.31922,0.34795,0.38101,0.41911,0.46311,0.51406,0.57574,0.65059,0.74167,0.85292,0.91215,0.93952,0.95831,0.96789,0.97273,0.97760,0.98248,0.98740,0.99233,1.00000,0.00000,0.00000
99,0.27242,0.29421,0.31922,0.34795,0.38101,0.41911,0.46311,0.51406,0.57574,0.65059,0.74167,0.85292,0.91215,0.93952,0.95831,0.96789,0.97273,0.97760,0.98248,0.98740,0.99233,1.00000,0.00000,0.00000,0.00000

Table # ,2,,,,,,,,,,,,,,,,,,,,,,,,
Table Description:,1990-95 Basic Table – Female. Basis: Age Nearest Birthday. Minimum Ultimate Age: 25. Maximum Ultimate Age: 124.,,,,,,,,,,,,,,,,,,,,,,,,
Nation:,United States of America,,,,,,,,,,,,,,,,,,,,,,,,
Scaling Factor:,0,,,,,,,,,,,,,,,,,,,,,,,,
Data Type:,Floating Point,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->id:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->ScaleType:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->AxisName:",Age,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MinScaleValue:",25,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->MaxScaleValue:",124,,,,,,,,,,,,,,,,,,,,,,,,
"Row, Column (if applicable)->Increment:",1,,,,,,,,,,,,,,,,,,,,,,,,

Row\Column,1,,,,,,,,,,,,,,,,,,,,,,,,
25,0.00041,,,,,,,,,,,,,,,,,,,,,,,,
26,0.00042,,,,,,,,,,,,,,,,,,,,,,,,
27,0.00044,,,,,,,,,,,,,,,,,,,,,,,,
28,0.00047,,,,,,,,,,,,,,,,,,,,,,,,
29,0.00048,,,,,,,,,,,,,,,,,,,,,,,,
30,0.00051,,,,,,,,,,,,,,,,,,,,,,,,
31,0.00056,,,,,,,,,,,,,,,,,,,,,,,,
32,0.00063,,,,,,,,,,,,,,,,,,,,,,,,
33,0.00070,,,,,,,,,,,,,,,,,,,,,,,,
34,0.00077,,,,,,,,,,,,,,,,,,,,,,,,
35,0.00083,,,,,,,,,,,,,,,,,,,,,,,,
36,0.00088,,,,,,,,,,,,,,,,,,,,,,,,
37,0.00093,,,,,,,,,,,,,,,,,,,,,,,,
38,0.00096,,,,,,,,,,,,,,,,,,,,,,,,
39,0.00096,,,,,,,,,,,,,,,,,,,,,,,,
40,0.00096,,,,,,,,,,,,,,,,,,,,,,,,
41,0.00100,,,,,,,,,,,,,,,,,,,,,,,,
42,0.00107,,,,,,,,,,,,,,,,,,,,,,,,
43,0.00119,,,,,,,,,,,,,,,,,,,,,,,,
44,0.00132,,,,,,,,,,,,,,,,,,,,,,,,
45,0.00145,,,,,,,,,,,,,,,,,,,,,,,,
46,0.00162,,,,,,,,,,,,,,,,,,,,,,,,
47,0.00180,,,,,,,,,,,,,,,,,,,,,,,,
48,0.00200,,,,,,,,,,,,,,,,,,,,,,,,
49,0.00222,,,,,,,,,,,,,,,,,,,,,,,,
50,0.00247,,,,,,,,,,,,,,,,,,,,,,,,
51,0.00277,,,,,,,,,,,,,,,,,,,,,,,,
52,0.00313,,,,,,,,,,,,,,,,,,,,,,,,
53,0.00352,,,,,,,,,,,,,,,,,,,,,,,,
54,0.00393,,,,,,,,,,,,,,,,,,,,,,,,
55,0.00437,,,,,,,,,,,,,,,,,,,,,,,,
56,0.00485,,,,,,,,,,,,,,,,,,,,,,,,
57,0.00536,,,,,,,,,,,,,,,,,,,,,,,,
58,0.00592,,,,,,,,,,,,,,,,,,,,,,,,
59,0.00652,,,,,,,,,,,,,,,,,,,,,,,,
60,0.00709,,,,,,,,,,,,,,,,,,,,,,,,
61,0.00771,,,,,,,,,,,,,,,,,,,,,,,,
62,0.00838,,,,,,,,,,,,,,,,,,,,,,,,
63,0.00907,,,,,,,,,,,,,,,,,,,,,,,,
64,0.00981,,,,,,,,,,,,,,,,,,,,,,,,
65,0.01074,,,,,,,,,,,,,,,,,,,,,,,,
66,0.01190,,,,,,,,,,,,,,,,,,,,,,,,
67,0.01314,,,,,,,,,,,,,,,,,,,,,,,,
68,0.01427,,,,,,,,,,,,,,,,,,,,,,,,
69,0.01550,,,,,,,,,,,,,,,,,,,,,,,,
70,0.01686,,,,,,,,,,,,,,,,,,,,,,,,
71,0.01842,,,,,,,,,,,,,,,,,,,,,,,,
72,0.02031,,,,,,,,,,,,,,,,,,,,,,,,
73,0.02262,,,,,,,,,,,,,,,,,,,,,,,,
74,0.02511,,,,,,,,,,,,,,,,,,,,,,,,
75,0.02734,,,,,,,,,,,,,,,,,,,,,,,,
76,0.02924,,,,,,,,,,,,,,,,,,,,,,,,
77,0.03152,,,,,,,,,,,,,,,,,,,,,,,,
78,0.03459,,,,,,,,,,,,,,,,,,,,,,,,
79,0.03851,,,,,,,,,,,,,,,,,,,,,,,,
80,0.04293,,,,,,,,,,,,,,,,,,,,,,,,
81,0.04818,,,,,,,,,,,,,,,,,,,,,,,,
82,0.05405,,,,,,,,,,,,,,,,,,,,,,,,
83,0.05990,,,,,,,,,,,,,,,,,,,,,,,,
84,0.06635,,,,,,,,,,,,,,,,,,,,,,,,
85,0.07352,,,,,,,,,,,,,,,,,,,,,,,,
86,0.08263,,,,,,,,,,,,,,,,,,,,,,,,
87,0.09283,,,,,,,,,,,,,,,,,,,,,,,,
88,0.10350,,,,,,,,,,,,,,,,,,,,,,,,
89,0.11482,,,,,,,,,,,,,,,,,,,,,,,,
90,0.12490,,,,,,,,,,,,,,,,,,,,,,,,
91,0.13378,,,,,,,,,,,,,,,,,,,,,,,,
92,0.14397,,,,,,,,,,,,,,,,,,,,,,,,
93,0.15942,,,,,,,,,,,,,,,,,,,,,,,,
94,0.17917,,,,,,,,,,,,,,,,,,,,,,,,
95,0.20416,,,,,,,,,,,,,,,,,,,,,,,,
96,0.23294,,,,,,,,,,,,,,,,,,,,,,,,
97,0.25777,,,,,,,,,,,,,,,,,,,,,,,,
98,0.25991,,,,,,,,,,,,,,,,,,,,,,,,
99,0.27242,,,,,,,,,,,,,,,,,,,,,,,,
100,0.29421,,,,,,,,,,,,,,,,,,,,,,,,
101,0.31922,,,,,,,,,,,,,,,,,,,,,,,,
102,0.34795,,,,,,,,,,,,,,,,,,,,,,,,
103,0.38101,,,,,,,,,,,,,,,,,,,,,,,,
104,0.41911,,,,,,,,,,,,,,,,,,,,,,,,
105,0.46311,,,,,,,,,,,,,,,,,,,,,,,,
106,0.51406,,,,,,,,,,,,,,,,,,,,,,,,
107,0.57574,,,,,,,,,,,,,,,,,,,,,,,,
108,0.65059,,,,,,,,,,,,,,,,,,,,,,,,
109,0.74167,,,,,,,,,,,,,,,,,,,,,,,,
110,0.85292,,,,,,,,,,,,,,,,,,,,,,,,
111,0.91215,,,,,,,,,,,,,,,,,,,,,,,,
112,0.93952,,,,,,,,,,,,,,,,,,,,,,,,
113,0.95831,,,,,,,,,,,,,,,,,,,,,,,,
114,0.96789,,,,,,,,,,,,,,,,,,,,,,,,
115,0.97273,,,,,,,,,,,,,,,,,,,,,,,,
116,0.97760,,,,,,,,,,,,,,,,,,,,,,,,
117,0.98248,,,,,,,,,,,,,,,,,,,,,,,,
118,0.98740,,,,,,,,,,,,,,,,,,,,,,,,
119,0.99233,,,,,,,,,,,,,,,,,,,,,,,,
120,0.99999,,,,,,,,,,,,,,,,,,,,,,,,
121,0.99999,,,,,,,,,,,,,,,,,,,,,,,,
122,0.99999,,,,,,,,,,,,,,,,,,,,,,,,
123,0.99999,,,,,,,,,,,,,,,,,,,,,,,,
124,0.99999,,,,,,,,,,,,,,,,,,,,,,,,
